-- Cursando
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0052', 'M1004', '2023-2', 2023, 8.0, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0061', 'M1010', '2024-2', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0061', 'M1011', '2024-2', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0062', 'M1002', '2024-1', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0062', 'M1004', '2023-1', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0062', 'M1005', '2023-2', 2023, 8.7, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0063', 'M1009', '2024-2', 2024, 8.6, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0063', 'M1010', '2024-1', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0063', 'M1006', '2023-2', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0064', 'M1013', '2023-2', 2023, 0.7, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0064', 'M1010', '2023-1', 2023, 3.9, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0064', 'M1011', '2023-1', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0065', 'M1003', '2023-2', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0065', 'M1008', '2024-1', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0065', 'M1015', '2024-2', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0066', 'M1009', '2023-2', 2023, 1.0, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0066', 'M1010', '2023-2', 2023, 5.1, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0066', 'M1006', '2024-2', 2024, 9.4, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0067', 'M1007', '2023-2', 2023, 1.7, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0067', 'M1008', '2023-1', 2023, 1.8, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0067', 'M1004', '2023-2', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0069', 'M1012', '2024-2', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0069', 'M1002', '2023-1', 2023, 0.3, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0069', 'M1013', '2024-2', 2024, 3.9, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0070', 'M1004', '2024-1', 2024, 6.9, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0070', 'M1014', '2024-2', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0070', 'M1002', '2024-2', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0071', 'M1012', '2024-2', 2024, 8.5, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0071', 'M1002', '2024-1', 2024, 5.3, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0071', 'M1013', '2023-1', 2023, 1.4, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0072', 'M1013', '2024-2', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0072', 'M1010', '2024-1', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0072', 'M1011', '2023-1', 2023, 8.7, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0073', 'M1004', '2023-2', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0073', 'M1014', '2023-1', 2023, 3.1, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0073', 'M1002', '2023-1', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0074', 'M1002', '2024-1', 2024, 0.9, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0074', 'M1004', '2024-1', 2024, 3.7, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0074', 'M1005', '2024-2', 2024, 1.0, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0075', 'M1013', '2024-1', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0075', 'M1010', '2023-1', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0075', 'M1011', '2024-1', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0076', 'M1012', '2023-2', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0076', 'M1002', '2023-1', 2023, 7.3, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0076', 'M1013', '2023-2', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0077', 'M1007', '2024-2', 2024, 9.8, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0077', 'M1008', '2024-1', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0077', 'M1004', '2024-1', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0078', 'M1003', '2023-1', 2023, 7.3, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0078', 'M1008', '2024-1', 2024, 3.7, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0078', 'M1015', '2023-1', 2023, 0.2, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0079', 'M1004', '2024-2', 2024, 5.5, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0079', 'M1014', '2024-2', 2024, 8.5, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0079', 'M1002', '2024-2', 2024, 6.0, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0080', 'M1003', '2023-2', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0080', 'M1008', '2024-1', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0080', 'M1015', '2024-2', 2024, 8.2, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0081', 'M1002', '2024-2', 2024, 3.1, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0081', 'M1004', '2023-2', 2023, 3.3, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0081', 'M1005', '2024-2', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0082', 'M1007', '2023-2', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0082', 'M1008', '2024-1', 2024, 2.6, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0082', 'M1004', '2023-1', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0083', 'M1004', '2024-1', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0083', 'M1014', '2023-1', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0083', 'M1002', '2023-1', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0084', 'M1004', '2024-1', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0084', 'M1014', '2023-1', 2023, 9.7, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0084', 'M1002', '2024-2', 2024, 7.9, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0086', 'M1003', '2023-2', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0086', 'M1008', '2023-2', 2023, 6.7, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0086', 'M1001', '2023-2', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0087', 'M1012', '2024-2', 2024, 3.2, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0087', 'M1002', '2024-2', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0087', 'M1013', '2023-1', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0088', 'M1003', '2023-2', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0088', 'M1008', '2024-1', 2024, 6.4, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0088', 'M1001', '2023-2', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0089', 'M1013', '2023-2', 2023, 8.7, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0089', 'M1010', '2024-1', 2024, 4.5, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0089', 'M1011', '2023-2', 2023, 8.3, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0090', 'M1002', '2023-2', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0090', 'M1004', '2023-1', 2023, 8.0, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0090', 'M1005', '2024-2', 2024, 5.7, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0091', 'M1009', '2023-1', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0091', 'M1010', '2024-2', 2024, 5.5, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0091', 'M1006', '2024-2', 2024, 7.0, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0092', 'M1009', '2023-2', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0092', 'M1004', '2024-2', 2024, 7.5, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0092', 'M1014', '2024-2', 2024, 3.0, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0093', 'M1002', '2024-1', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0093', 'M1004', '2023-1', 2023, 4.0, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0093', 'M1005', '2024-2', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0094', 'M1003', '2024-1', 2024, 1.2, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0094', 'M1008', '2024-1', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0094', 'M1015', '2023-2', 2023, 4.6, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0095', 'M1009', '2023-1', 2023, 8.3, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0095', 'M1010', '2024-2', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0095', 'M1006', '2023-1', 2023, 1.3, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0096', 'M1003', '2023-2', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0096', 'M1008', '2024-2', 2024, 7.4, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0096', 'M1001', '2023-2', 2023, 4.9, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0097', 'M1003', '2024-1', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0097', 'M1008', '2023-2', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0097', 'M1001', '2023-2', 2023, 5.9, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0098', 'M1012', '2023-1', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0098', 'M1002', '2023-1', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0098', 'M1013', '2024-2', 2024, 9.7, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0099', 'M1003', '2023-1', 2023, 3.6, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0099', 'M1008', '2023-2', 2023, 9.5, 'Aprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0099', 'M1001', '2024-2', 2024, 2.6, 'Reprovado');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0100', 'M1013', '2024-1', 2024, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0100', 'M1010', '2023-1', 2023, NULL, 'Cursando');
INSERT INTO Cursando (RA, materia_id, Semestre, Ano, Nota, status) VALUES ('A0100', 'M1011', '2024-1', 2024, NULL, 'Cursando');
